date,quarter,borough,metric,metric_value
7/1/2020,Q2_2021,Brent,Trust MPS,0.81
10/1/2020,Q3_2021,Brent,Trust MPS,0.81
1/1/2021,Q4_2021,Brent,Trust MPS,0.77
4/1/2021,Q1_2122,Brent,Trust MPS,0.8
7/1/2021,Q2_2122,Brent,Trust MPS,0.83
10/1/2021,Q3_2122,Brent,Trust MPS,0.81
1/1/2022,Q4_2122,Brent,Trust MPS,0.78
4/1/2022,Q1_2223,Brent,Trust MPS,0.76
7/1/2022,Q2_2223,Brent,Trust MPS,0.73
10/1/2022,Q3_2223,Brent,Trust MPS,0.73
1/1/2023,Q4_2223,Brent,Trust MPS,0.78
4/1/2023,Q1_2324,Brent,Trust MPS,0.77
7/1/2023,Q2_2324,Brent,Trust MPS,0.75
10/1/2023,Q3_2324,Brent,Trust MPS,0.75
1/1/2024,Q4_2324,Brent,Trust MPS,0.73
4/1/2024,Q1_2425,Brent,Trust MPS,0.74
7/1/2024,Q2_2425,Brent,Trust MPS,0.75
10/1/2024,Q3_2425,Brent,Trust MPS,0.75
1/1/2025,Q4_2425,Brent,Trust MPS,0.77
4/1/2025,Q1_2526,Brent,Trust MPS,0.79
7/1/2025,Q2_2526,Brent,Trust MPS,0.78
10/1/2025,Q3_2526,Brent,Trust MPS,0.77
1/1/2026,Q4_2526,Brent,Trust MPS,0.74
10/1/2014,Q3_1415,Brent,Fair treatment,0.76
1/1/2015,Q4_1415,Brent,Fair treatment,0.78
4/1/2015,Q1_1516,Brent,Fair treatment,0.73
7/1/2015,Q2_1516,Brent,Fair treatment,0.7
10/1/2015,Q3_1516,Brent,Fair treatment,0.69
1/1/2016,Q4_1516,Brent,Fair treatment,0.68
4/1/2016,Q1_1617,Brent,Fair treatment,0.67
7/1/2016,Q2_1617,Brent,Fair treatment,0.68
10/1/2016,Q3_1617,Brent,Fair treatment,0.69
1/1/2017,Q4_1617,Brent,Fair treatment,0.67
4/1/2017,Q1_1718,Brent,Fair treatment,0.67
7/1/2017,Q2_1718,Brent,Fair treatment,0.66
10/1/2017,Q3_1718,Brent,Fair treatment,0.67
1/1/2018,Q4_1718,Brent,Fair treatment,0.72
4/1/2018,Q1_1819,Brent,Fair treatment,0.75
7/1/2018,Q2_1819,Brent,Fair treatment,0.74
10/1/2018,Q3_1819,Brent,Fair treatment,0.73
1/1/2019,Q4_1819,Brent,Fair treatment,0.73
4/1/2019,Q1_1920,Brent,Fair treatment,0.72
7/1/2019,Q2_1920,Brent,Fair treatment,0.8
10/1/2019,Q3_1920,Brent,Fair treatment,0.85
1/1/2020,Q4_1920,Brent,Fair treatment,0.88
4/1/2020,Q1_2021,Brent,Fair treatment,0.88
7/1/2020,Q2_2021,Brent,Fair treatment,0.81
10/1/2020,Q3_2021,Brent,Fair treatment,0.76
1/1/2021,Q4_2021,Brent,Fair treatment,0.7
4/1/2021,Q1_2122,Brent,Fair treatment,0.7
7/1/2021,Q2_2122,Brent,Fair treatment,0.71
10/1/2021,Q3_2122,Brent,Fair treatment,0.7
1/1/2022,Q4_2122,Brent,Fair treatment,0.68
4/1/2022,Q1_2223,Brent,Fair treatment,0.69
7/1/2022,Q2_2223,Brent,Fair treatment,0.71
10/1/2022,Q3_2223,Brent,Fair treatment,0.72
1/1/2023,Q4_2223,Brent,Fair treatment,0.8
4/1/2023,Q1_2324,Brent,Fair treatment,0.71
7/1/2023,Q2_2324,Brent,Fair treatment,0.67
10/1/2023,Q3_2324,Brent,Fair treatment,0.64
1/1/2024,Q4_2324,Brent,Fair treatment,0.57
4/1/2024,Q1_2425,Brent,Fair treatment,0.63
7/1/2024,Q2_2425,Brent,Fair treatment,0.63
10/1/2024,Q3_2425,Brent,Fair treatment,0.63
1/1/2025,Q4_2425,Brent,Fair treatment,0.64
4/1/2025,Q1_2526,Brent,Fair treatment,0.64
7/1/2025,Q2_2526,Brent,Fair treatment,0.67
10/1/2025,Q3_2526,Brent,Fair treatment,0.66
1/1/2026,Q4_2526,Brent,Fair treatment,0.66
4/1/2023,Q1_2324,Bexley,Trust MPS,0.73
7/1/2023,Q2_2324,Bexley,Trust MPS,0.75
10/1/2023,Q3_2324,Bexley,Trust MPS,0.74
1/1/2024,Q4_2324,Bexley,Trust MPS,0.76
4/1/2024,Q1_2425,Bexley,Trust MPS,0.76
7/1/2024,Q2_2425,Bexley,Trust MPS,0.74
10/1/2024,Q3_2425,Bexley,Trust MPS,0.75
1/1/2025,Q4_2425,Bexley,Trust MPS,0.76
4/1/2025,Q1_2526,Bexley,Trust MPS,0.76
7/1/2025,Q2_2526,Bexley,Trust MPS,0.78
10/1/2025,Q3_2526,Bexley,Trust MPS,0.75
1/1/2026,Q4_2526,Bexley,Trust MPS,0.74
10/1/2014,Q3_1415,Bromley,Good job,0.71
1/1/2015,Q4_1415,Bromley,Good job,0.73
4/1/2015,Q1_1516,Bromley,Good job,0.74
7/1/2015,Q2_1516,Bromley,Good job,0.73
10/1/2015,Q3_1516,Bromley,Good job,0.7
1/1/2016,Q4_1516,Bromley,Good job,0.7
4/1/2016,Q1_1617,Bromley,Good job,0.69
7/1/2016,Q2_1617,Bromley,Good job,0.69
10/1/2016,Q3_1617,Bromley,Good job,0.71
1/1/2017,Q4_1617,Bromley,Good job,0.69
4/1/2017,Q1_1718,Bromley,Good job,0.67
7/1/2017,Q2_1718,Bromley,Good job,0.67
10/1/2017,Q3_1718,Bromley,Good job,0.67
1/1/2018,Q4_1718,Bromley,Good job,0.72
4/1/2018,Q1_1819,Bromley,Good job,0.71
7/1/2018,Q2_1819,Bromley,Good job,0.68
10/1/2018,Q3_1819,Bromley,Good job,0.68
1/1/2019,Q4_1819,Bromley,Good job,0.66
4/1/2019,Q1_1920,Bromley,Good job,0.65
7/1/2019,Q2_1920,Bromley,Good job,0.69
10/1/2019,Q3_1920,Bromley,Good job,0.65
1/1/2020,Q4_1920,Bromley,Good job,0.65
4/1/2020,Q1_2021,Bromley,Good job,0.66
7/1/2020,Q2_2021,Bromley,Good job,0.64
10/1/2020,Q3_2021,Bromley,Good job,0.67
1/1/2021,Q4_2021,Bromley,Good job,0.62
4/1/2021,Q1_2122,Bromley,Good job,0.62
7/1/2021,Q2_2122,Bromley,Good job,0.6
10/1/2021,Q3_2122,Bromley,Good job,0.56
1/1/2022,Q4_2122,Bromley,Good job,0.58
4/1/2022,Q1_2223,Bromley,Good job,0.56
7/1/2022,Q2_2223,Bromley,Good job,0.56
10/1/2022,Q3_2223,Bromley,Good job,0.55
1/1/2023,Q4_2223,Bromley,Good job,0.54
4/1/2023,Q1_2324,Bromley,Good job,0.54
7/1/2023,Q2_2324,Bromley,Good job,0.52
10/1/2023,Q3_2324,Bromley,Good job,0.51
1/1/2024,Q4_2324,Bromley,Good job,0.5
4/1/2024,Q1_2425,Bromley,Good job,0.48
7/1/2024,Q2_2425,Bromley,Good job,0.47
10/1/2024,Q3_2425,Bromley,Good job,0.46
1/1/2025,Q4_2425,Bromley,Good job,0.43
4/1/2025,Q1_2526,Bromley,Good job,0.44
7/1/2025,Q2_2526,Bromley,Good job,0.45
10/1/2025,Q3_2526,Bromley,Good job,0.45
1/1/2026,Q4_2526,Bromley,Good job,0.45
1/1/2016,Q4_1516,Bromley,Trust MPS,0.88
4/1/2016,Q1_1617,Bromley,Trust MPS,0.87
7/1/2016,Q2_1617,Bromley,Trust MPS,0.89
10/1/2016,Q3_1617,Bromley,Trust MPS,0.91
1/1/2017,Q4_1617,Bromley,Trust MPS,0.89
4/1/2017,Q1_1718,Bromley,Trust MPS,0.91
7/1/2017,Q2_1718,Bromley,Trust MPS,0.86
10/1/2017,Q3_1718,Bromley,Trust MPS,0.87
1/1/2018,Q4_1718,Bromley,Trust MPS,0.87
4/1/2018,Q1_1819,Bromley,Trust MPS,0.86
7/1/2018,Q2_1819,Bromley,Trust MPS,0.88
10/1/2018,Q3_1819,Bromley,Trust MPS,0.88
1/1/2019,Q4_1819,Bromley,Trust MPS,0.88
4/1/2019,Q1_1920,Bromley,Trust MPS,0.88
7/1/2019,Q2_1920,Bromley,Trust MPS,0.89
10/1/2019,Q3_1920,Bromley,Trust MPS,0.88
1/1/2020,Q4_1920,Bromley,Trust MPS,0.89
4/1/2020,Q1_2021,Bromley,Trust MPS,0.9
7/1/2020,Q2_2021,Bromley,Trust MPS,0.89
10/1/2020,Q3_2021,Bromley,Trust MPS,0.89
1/1/2021,Q4_2021,Bromley,Trust MPS,0.87
4/1/2021,Q1_2122,Bromley,Trust MPS,0.84
7/1/2021,Q2_2122,Bromley,Trust MPS,0.81
10/1/2021,Q3_2122,Bromley,Trust MPS,0.79
1/1/2022,Q4_2122,Bromley,Trust MPS,0.75
4/1/2022,Q1_2223,Bromley,Trust MPS,0.75
7/1/2022,Q2_2223,Bromley,Trust MPS,0.73
10/1/2022,Q3_2223,Bromley,Trust MPS,0.72
1/1/2023,Q4_2223,Bromley,Trust MPS,0.71
4/1/2023,Q1_2324,Bromley,Trust MPS,0.68
7/1/2023,Q2_2324,Bromley,Trust MPS,0.69
10/1/2023,Q3_2324,Bromley,Trust MPS,0.68
1/1/2024,Q4_2324,Bromley,Trust MPS,0.69
4/1/2024,Q1_2425,Bromley,Trust MPS,0.73
7/1/2024,Q2_2425,Bromley,Trust MPS,0.72
10/1/2024,Q3_2425,Bromley,Trust MPS,0.71
1/1/2025,Q4_2425,Bromley,Trust MPS,0.7
4/1/2025,Q1_2526,Bromley,Trust MPS,0.69
7/1/2025,Q2_2526,Bromley,Trust MPS,0.7
10/1/2025,Q3_2526,Bromley,Trust MPS,0.71
1/1/2026,Q4_2526,Bromley,Trust MPS,0.69
10/1/2014,Q3_1415,Bromley,Fair treatment,0.66
1/1/2015,Q4_1415,Bromley,Fair treatment,0.73
4/1/2015,Q1_1516,Bromley,Fair treatment,0.74
7/1/2015,Q2_1516,Bromley,Fair treatment,0.77
10/1/2015,Q3_1516,Bromley,Fair treatment,0.81
1/1/2016,Q4_1516,Bromley,Fair treatment,0.8
4/1/2016,Q1_1617,Bromley,Fair treatment,0.8
7/1/2016,Q2_1617,Bromley,Fair treatment,0.84
10/1/2016,Q3_1617,Bromley,Fair treatment,0.83
1/1/2017,Q4_1617,Bromley,Fair treatment,0.81
4/1/2017,Q1_1718,Bromley,Fair treatment,0.83
7/1/2017,Q2_1718,Bromley,Fair treatment,0.79
10/1/2017,Q3_1718,Bromley,Fair treatment,0.79
1/1/2018,Q4_1718,Bromley,Fair treatment,0.77
4/1/2018,Q1_1819,Bromley,Fair treatment,0.74
7/1/2018,Q2_1819,Bromley,Fair treatment,0.78
10/1/2018,Q3_1819,Bromley,Fair treatment,0.8
1/1/2019,Q4_1819,Bromley,Fair treatment,0.83
4/1/2019,Q1_1920,Bromley,Fair treatment,0.84
7/1/2019,Q2_1920,Bromley,Fair treatment,0.84
10/1/2019,Q3_1920,Bromley,Fair treatment,0.8
1/1/2020,Q4_1920,Bromley,Fair treatment,0.83
4/1/2020,Q1_2021,Bromley,Fair treatment,0.84
7/1/2020,Q2_2021,Bromley,Fair treatment,0.82
10/1/2020,Q3_2021,Bromley,Fair treatment,0.81
1/1/2021,Q4_2021,Bromley,Fair treatment,0.78
4/1/2021,Q1_2122,Bromley,Fair treatment,0.71
7/1/2021,Q2_2122,Bromley,Fair treatment,0.66
10/1/2021,Q3_2122,Bromley,Fair treatment,0.62
1/1/2022,Q4_2122,Bromley,Fair treatment,0.59
4/1/2022,Q1_2223,Bromley,Fair treatment,0.62
7/1/2022,Q2_2223,Bromley,Fair treatment,0.64
10/1/2022,Q3_2223,Bromley,Fair treatment,0.67
1/1/2023,Q4_2223,Bromley,Fair treatment,0.66
4/1/2023,Q1_2324,Bromley,Fair treatment,0.65
7/1/2023,Q2_2324,Bromley,Fair treatment,0.64
10/1/2023,Q3_2324,Bromley,Fair treatment,0.6
1/1/2024,Q4_2324,Bromley,Fair treatment,0.59
4/1/2024,Q1_2425,Bromley,Fair treatment,0.58
7/1/2024,Q2_2425,Bromley,Fair treatment,0.59
10/1/2024,Q3_2425,Bromley,Fair treatment,0.58
1/1/2025,Q4_2425,Bromley,Fair treatment,0.61
4/1/2025,Q1_2526,Bromley,Fair treatment,0.63
7/1/2025,Q2_2526,Bromley,Fair treatment,0.65
10/1/2025,Q3_2526,Bromley,Fair treatment,0.66
1/1/2026,Q4_2526,Bromley,Fair treatment,0.64
10/1/2014,Q3_1415,Camden,Good job,0.67
1/1/2015,Q4_1415,Camden,Good job,0.67
4/1/2015,Q1_1516,Camden,Good job,0.68
7/1/2015,Q2_1516,Camden,Good job,0.68
10/1/2015,Q3_1516,Camden,Good job,0.7
1/1/2016,Q4_1516,Camden,Good job,0.7
4/1/2016,Q1_1617,Camden,Good job,0.69
7/1/2016,Q2_1617,Camden,Good job,0.72
10/1/2016,Q3_1617,Camden,Good job,0.68
1/1/2017,Q4_1617,Camden,Good job,0.69
4/1/2017,Q1_1718,Camden,Good job,0.66
7/1/2017,Q2_1718,Camden,Good job,0.63
10/1/2017,Q3_1718,Camden,Good job,0.6
1/1/2018,Q4_1718,Camden,Good job,0.57
4/1/2018,Q1_1819,Camden,Good job,0.6
7/1/2018,Q2_1819,Camden,Good job,0.61
10/1/2018,Q3_1819,Camden,Good job,0.6
1/1/2019,Q4_1819,Camden,Good job,0.59
4/1/2019,Q1_1920,Camden,Good job,0.58
7/1/2019,Q2_1920,Camden,Good job,0.54
10/1/2019,Q3_1920,Camden,Good job,0.6
1/1/2020,Q4_1920,Camden,Good job,0.61
4/1/2020,Q1_2021,Camden,Good job,0.58
7/1/2020,Q2_2021,Camden,Good job,0.59
10/1/2020,Q3_2021,Camden,Good job,0.56
1/1/2021,Q4_2021,Camden,Good job,0.54
4/1/2021,Q1_2122,Camden,Good job,0.53
7/1/2021,Q2_2122,Camden,Good job,0.49
10/1/2021,Q3_2122,Camden,Good job,0.49
1/1/2022,Q4_2122,Camden,Good job,0.46
4/1/2022,Q1_2223,Camden,Good job,0.45
7/1/2022,Q2_2223,Camden,Good job,0.46
10/1/2022,Q3_2223,Camden,Good job,0.41
1/1/2023,Q4_2223,Camden,Good job,0.44
4/1/2023,Q1_2324,Camden,Good job,0.44
7/1/2023,Q2_2324,Camden,Good job,0.47
10/1/2023,Q3_2324,Camden,Good job,0.48
1/1/2024,Q4_2324,Camden,Good job,0.48
4/1/2024,Q1_2425,Camden,Good job,0.46
7/1/2024,Q2_2425,Camden,Good job,0.41
10/1/2024,Q3_2425,Camden,Good job,0.39
1/1/2025,Q4_2425,Camden,Good job,0.38
4/1/2025,Q1_2526,Camden,Good job,0.35
7/1/2025,Q2_2526,Camden,Good job,0.38
10/1/2025,Q3_2526,Camden,Good job,0.38
1/1/2026,Q4_2526,Camden,Good job,0.36
1/1/2016,Q4_1516,Camden,Trust MPS,0.84
4/1/2016,Q1_1617,Camden,Trust MPS,0.87
7/1/2016,Q2_1617,Camden,Trust MPS,0.89
10/1/2016,Q3_1617,Camden,Trust MPS,0.88
1/1/2017,Q4_1617,Camden,Trust MPS,0.88
4/1/2017,Q1_1718,Camden,Trust MPS,0.88
7/1/2017,Q2_1718,Camden,Trust MPS,0.87
10/1/2017,Q3_1718,Camden,Trust MPS,0.88
1/1/2018,Q4_1718,Camden,Trust MPS,0.89
4/1/2018,Q1_1819,Camden,Trust MPS,0.89
7/1/2018,Q2_1819,Camden,Trust MPS,0.87
10/1/2018,Q3_1819,Camden,Trust MPS,0.85
1/1/2019,Q4_1819,Camden,Trust MPS,0.84
4/1/2019,Q1_1920,Camden,Trust MPS,0.81
7/1/2019,Q2_1920,Camden,Trust MPS,0.82
10/1/2019,Q3_1920,Camden,Trust MPS,0.83
1/1/2020,Q4_1920,Camden,Trust MPS,0.79
4/1/2020,Q1_2021,Camden,Trust MPS,0.8
7/1/2020,Q2_2021,Camden,Trust MPS,0.76
10/1/2020,Q3_2021,Camden,Trust MPS,0.74
1/1/2021,Q4_2021,Camden,Trust MPS,0.77
4/1/2021,Q1_2122,Camden,Trust MPS,0.77
7/1/2021,Q2_2122,Camden,Trust MPS,0.77
10/1/2021,Q3_2122,Camden,Trust MPS,0.73
1/1/2022,Q4_2122,Camden,Trust MPS,0.7
4/1/2022,Q1_2223,Camden,Trust MPS,0.68
7/1/2022,Q2_2223,Camden,Trust MPS,0.66
10/1/2022,Q3_2223,Camden,Trust MPS,0.68
1/1/2023,Q4_2223,Camden,Trust MPS,0.67
4/1/2023,Q1_2324,Camden,Trust MPS,0.67
7/1/2023,Q2_2324,Camden,Trust MPS,0.67
10/1/2023,Q3_2324,Camden,Trust MPS,0.66
1/1/2024,Q4_2324,Camden,Trust MPS,0.67
4/1/2024,Q1_2425,Camden,Trust MPS,0.65
7/1/2024,Q2_2425,Camden,Trust MPS,0.65
10/1/2024,Q3_2425,Camden,Trust MPS,0.64
1/1/2025,Q4_2425,Camden,Trust MPS,0.65
4/1/2025,Q1_2526,Camden,Trust MPS,0.67
7/1/2025,Q2_2526,Camden,Trust MPS,0.67
10/1/2025,Q3_2526,Camden,Trust MPS,0.68
1/1/2026,Q4_2526,Camden,Trust MPS,0.67
10/1/2014,Q3_1415,Camden,Fair treatment,0.67
1/1/2015,Q4_1415,Camden,Fair treatment,0.68
4/1/2015,Q1_1516,Camden,Fair treatment,0.67
7/1/2015,Q2_1516,Camden,Fair treatment,0.69
10/1/2015,Q3_1516,Camden,Fair treatment,0.74
1/1/2016,Q4_1516,Camden,Fair treatment,0.75
4/1/2016,Q1_1617,Camden,Fair treatment,0.78
7/1/2016,Q2_1617,Camden,Fair treatment,0.8
10/1/2016,Q3_1617,Camden,Fair treatment,0.77
1/1/2017,Q4_1617,Camden,Fair treatment,0.76
4/1/2017,Q1_1718,Camden,Fair treatment,0.74
7/1/2017,Q2_1718,Camden,Fair treatment,0.69
10/1/2017,Q3_1718,Camden,Fair treatment,0.69
1/1/2018,Q4_1718,Camden,Fair treatment,0.69
4/1/2018,Q1_1819,Camden,Fair treatment,0.69
7/1/2018,Q2_1819,Camden,Fair treatment,0.7
10/1/2018,Q3_1819,Camden,Fair treatment,0.7
1/1/2019,Q4_1819,Camden,Fair treatment,0.71
4/1/2019,Q1_1920,Camden,Fair treatment,0.72
7/1/2019,Q2_1920,Camden,Fair treatment,0.72
10/1/2019,Q3_1920,Camden,Fair treatment,0.71
1/1/2020,Q4_1920,Camden,Fair treatment,0.66
4/1/2020,Q1_2021,Camden,Fair treatment,0.64
7/1/2020,Q2_2021,Camden,Fair treatment,0.63
10/1/2020,Q3_2021,Camden,Fair treatment,0.61
1/1/2021,Q4_2021,Camden,Fair treatment,0.61
4/1/2021,Q1_2122,Camden,Fair treatment,0.58
7/1/2021,Q2_2122,Camden,Fair treatment,0.57
10/1/2021,Q3_2122,Camden,Fair treatment,0.56
1/1/2022,Q4_2122,Camden,Fair treatment,0.52
4/1/2022,Q1_2223,Camden,Fair treatment,0.51
7/1/2022,Q2_2223,Camden,Fair treatment,0.5
10/1/2022,Q3_2223,Camden,Fair treatment,0.47
1/1/2023,Q4_2223,Camden,Fair treatment,0.49
4/1/2023,Q1_2324,Camden,Fair treatment,0.48
7/1/2023,Q2_2324,Camden,Fair treatment,0.5
10/1/2023,Q3_2324,Camden,Fair treatment,0.52
1/1/2024,Q4_2324,Camden,Fair treatment,0.53
4/1/2024,Q1_2425,Camden,Fair treatment,0.55
7/1/2024,Q2_2425,Camden,Fair treatment,0.54
10/1/2024,Q3_2425,Camden,Fair treatment,0.54
1/1/2025,Q4_2425,Camden,Fair treatment,0.52
4/1/2025,Q1_2526,Camden,Fair treatment,0.51
7/1/2025,Q2_2526,Camden,Fair treatment,0.53
10/1/2025,Q3_2526,Camden,Fair treatment,0.52
1/1/2026,Q4_2526,Camden,Fair treatment,0.5
10/1/2014,Q3_1415,Croydon,Good job,0.63
1/1/2015,Q4_1415,Croydon,Good job,0.55
4/1/2015,Q1_1516,Croydon,Good job,0.6
7/1/2015,Q2_1516,Croydon,Good job,0.59
10/1/2015,Q3_1516,Croydon,Good job,0.57
1/1/2016,Q4_1516,Croydon,Good job,0.62
4/1/2016,Q1_1617,Croydon,Good job,0.62
7/1/2016,Q2_1617,Croydon,Good job,0.59
10/1/2016,Q3_1617,Croydon,Good job,0.64
1/1/2017,Q4_1617,Croydon,Good job,0.59
4/1/2017,Q1_1718,Croydon,Good job,0.59
7/1/2017,Q2_1718,Croydon,Good job,0.63
10/1/2017,Q3_1718,Croydon,Good job,0.61
1/1/2018,Q4_1718,Croydon,Good job,0.59
4/1/2018,Q1_1819,Croydon,Good job,0.57
7/1/2018,Q2_1819,Croydon,Good job,0.56
10/1/2018,Q3_1819,Croydon,Good job,0.55
1/1/2019,Q4_1819,Croydon,Good job,0.56
4/1/2019,Q1_1920,Croydon,Good job,0.54
7/1/2019,Q2_1920,Croydon,Good job,0.56
10/1/2019,Q3_1920,Croydon,Good job,0.55
1/1/2020,Q4_1920,Croydon,Good job,0.52
4/1/2020,Q1_2021,Croydon,Good job,0.53
7/1/2020,Q2_2021,Croydon,Good job,0.49
10/1/2020,Q3_2021,Croydon,Good job,0.5
1/1/2021,Q4_2021,Croydon,Good job,0.53
4/1/2021,Q1_2122,Croydon,Good job,0.5
7/1/2021,Q2_2122,Croydon,Good job,0.49
10/1/2021,Q3_2122,Croydon,Good job,0.43
1/1/2022,Q4_2122,Croydon,Good job,0.37
4/1/2022,Q1_2223,Croydon,Good job,0.38
7/1/2022,Q2_2223,Croydon,Good job,0.38
10/1/2022,Q3_2223,Croydon,Good job,0.38
1/1/2023,Q4_2223,Croydon,Good job,0.4
4/1/2023,Q1_2324,Croydon,Good job,0.38
7/1/2023,Q2_2324,Croydon,Good job,0.38
10/1/2023,Q3_2324,Croydon,Good job,0.38
1/1/2024,Q4_2324,Croydon,Good job,0.41
4/1/2024,Q1_2425,Croydon,Good job,0.42
7/1/2024,Q2_2425,Croydon,Good job,0.42
10/1/2024,Q3_2425,Croydon,Good job,0.44
1/1/2025,Q4_2425,Croydon,Good job,0.43
4/1/2025,Q1_2526,Croydon,Good job,0.41
7/1/2025,Q2_2526,Croydon,Good job,0.44
10/1/2025,Q3_2526,Croydon,Good job,0.44
1/1/2026,Q4_2526,Croydon,Good job,0.44
1/1/2016,Q4_1516,Croydon,Trust MPS,0.82
4/1/2016,Q1_1617,Croydon,Trust MPS,0.81
7/1/2016,Q2_1617,Croydon,Trust MPS,0.81
10/1/2016,Q3_1617,Croydon,Trust MPS,0.83
1/1/2017,Q4_1617,Croydon,Trust MPS,0.83
4/1/2017,Q1_1718,Croydon,Trust MPS,0.83
7/1/2017,Q2_1718,Croydon,Trust MPS,0.85
10/1/2017,Q3_1718,Croydon,Trust MPS,0.84
1/1/2018,Q4_1718,Croydon,Trust MPS,0.82
4/1/2018,Q1_1819,Croydon,Trust MPS,0.81
7/1/2018,Q2_1819,Croydon,Trust MPS,0.79
10/1/2018,Q3_1819,Croydon,Trust MPS,0.78
1/1/2019,Q4_1819,Croydon,Trust MPS,0.8
4/1/2019,Q1_1920,Croydon,Trust MPS,0.8
7/1/2019,Q2_1920,Croydon,Trust MPS,0.84
10/1/2019,Q3_1920,Croydon,Trust MPS,0.84
1/1/2020,Q4_1920,Croydon,Trust MPS,0.81
4/1/2020,Q1_2021,Croydon,Trust MPS,0.8
7/1/2020,Q2_2021,Croydon,Trust MPS,0.76
10/1/2020,Q3_2021,Croydon,Trust MPS,0.75
1/1/2021,Q4_2021,Croydon,Trust MPS,0.79
4/1/2021,Q1_2122,Croydon,Trust MPS,0.76
7/1/2021,Q2_2122,Croydon,Trust MPS,0.75
10/1/2021,Q3_2122,Croydon,Trust MPS,0.75
1/1/2022,Q4_2122,Croydon,Trust MPS,0.65
4/1/2022,Q1_2223,Croydon,Trust MPS,0.67
7/1/2022,Q2_2223,Croydon,Trust MPS,0.67
10/1/2022,Q3_2223,Croydon,Trust MPS,0.62
1/1/2023,Q4_2223,Croydon,Trust MPS,0.66
4/1/2023,Q1_2324,Croydon,Trust MPS,0.64
7/1/2023,Q2_2324,Croydon,Trust MPS,0.65
10/1/2023,Q3_2324,Croydon,Trust MPS,0.65
1/1/2024,Q4_2324,Croydon,Trust MPS,0.7
4/1/2024,Q1_2425,Croydon,Trust MPS,0.69
7/1/2024,Q2_2425,Croydon,Trust MPS,0.68
10/1/2024,Q3_2425,Croydon,Trust MPS,0.69
1/1/2025,Q4_2425,Croydon,Trust MPS,0.66
4/1/2025,Q1_2526,Croydon,Trust MPS,0.67
7/1/2025,Q2_2526,Croydon,Trust MPS,0.67
10/1/2025,Q3_2526,Croydon,Trust MPS,0.65
1/1/2026,Q4_2526,Croydon,Trust MPS,0.65
10/1/2014,Q3_1415,Croydon,Fair treatment,0.72
1/1/2015,Q4_1415,Croydon,Fair treatment,0.66
4/1/2015,Q1_1516,Croydon,Fair treatment,0.67
7/1/2015,Q2_1516,Croydon,Fair treatment,0.69
10/1/2015,Q3_1516,Croydon,Fair treatment,0.69
1/1/2016,Q4_1516,Croydon,Fair treatment,0.73
4/1/2016,Q1_1617,Croydon,Fair treatment,0.76
7/1/2016,Q2_1617,Croydon,Fair treatment,0.75
10/1/2016,Q3_1617,Croydon,Fair treatment,0.77
1/1/2017,Q4_1617,Croydon,Fair treatment,0.73
4/1/2017,Q1_1718,Croydon,Fair treatment,0.73
7/1/2017,Q2_1718,Croydon,Fair treatment,0.74
10/1/2017,Q3_1718,Croydon,Fair treatment,0.71
1/1/2018,Q4_1718,Croydon,Fair treatment,0.69
4/1/2018,Q1_1819,Croydon,Fair treatment,0.69
7/1/2018,Q2_1819,Croydon,Fair treatment,0.69
10/1/2018,Q3_1819,Croydon,Fair treatment,0.71
1/1/2019,Q4_1819,Croydon,Fair treatment,0.76
4/1/2019,Q1_1920,Croydon,Fair treatment,0.77
7/1/2019,Q2_1920,Croydon,Fair treatment,0.78
10/1/2019,Q3_1920,Croydon,Fair treatment,0.78
1/1/2020,Q4_1920,Croydon,Fair treatment,0.73
4/1/2020,Q1_2021,Croydon,Fair treatment,0.7
7/1/2020,Q2_2021,Croydon,Fair treatment,0.65
10/1/2020,Q3_2021,Croydon,Fair treatment,0.63
1/1/2021,Q4_2021,Croydon,Fair treatment,0.67
4/1/2021,Q1_2122,Croydon,Fair treatment,0.63
7/1/2021,Q2_2122,Croydon,Fair treatment,0.63
10/1/2021,Q3_2122,Croydon,Fair treatment,0.63
1/1/2022,Q4_2122,Croydon,Fair treatment,0.56
4/1/2022,Q1_2223,Croydon,Fair treatment,0.57
7/1/2022,Q2_2223,Croydon,Fair treatment,0.57
10/1/2022,Q3_2223,Croydon,Fair treatment,0.55
1/1/2023,Q4_2223,Croydon,Fair treatment,0.59
4/1/2023,Q1_2324,Croydon,Fair treatment,0.58
7/1/2023,Q2_2324,Croydon,Fair treatment,0.58
10/1/2023,Q3_2324,Croydon,Fair treatment,0.55
1/1/2024,Q4_2324,Croydon,Fair treatment,0.57
4/1/2024,Q1_2425,Croydon,Fair treatment,0.56
7/1/2024,Q2_2425,Croydon,Fair treatment,0.57
10/1/2024,Q3_2425,Croydon,Fair treatment,0.59
1/1/2025,Q4_2425,Croydon,Fair treatment,0.59
4/1/2025,Q1_2526,Croydon,Fair treatment,0.59
7/1/2025,Q2_2526,Croydon,Fair treatment,0.6
10/1/2025,Q3_2526,Croydon,Fair treatment,0.57
1/1/2026,Q4_2526,Croydon,Fair treatment,0.54
10/1/2014,Q3_1415,Ealing,Good job,0.6
1/1/2015,Q4_1415,Ealing,Good job,0.66
4/1/2015,Q1_1516,Ealing,Good job,0.65
7/1/2015,Q2_1516,Ealing,Good job,0.63
10/1/2015,Q3_1516,Ealing,Good job,0.66
1/1/2016,Q4_1516,Ealing,Good job,0.63
4/1/2016,Q1_1617,Ealing,Good job,0.68
